description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"On udara glavom sa vodenim mehurićem na glavi. Mali Pokemoni bivaju usisani u mehur, gde se udave. Uprkos tome što njegov izgled sugeriše, brine o drugima. Ako pronađe ranjive, slabe Pokemone, zaštitnički ih dovodi u svoj vodeni mehur. Obično prolazi u vodi. Kada mu je stomak pun, čuva svoj pokoreni plen u vodeni mehur na glavi.",18,820,159,FALSE,FALSE,generation-vii,68,70,92,50,132,42
Njegov mozak može da izvede super kompjuter. Kaže se da je njegov koeficijent inteligencije 5.000. POKeMON koji može zapamtiti bilo šta. Nikada ne zaboravlja šta nauči-- zato je ovaj POKeMON pametan. Zatvaranje oba oka pojačava sva ostala čula. To mu omogućava da iskoristi svoje sposobnosti do krajnjih granica.,15,480,225,FALSE,FALSE,generation-i,55,50,45,135,95,120
"To je grubijanac koji svojim kleštima pokupi i izbaci druge Pokemone iz svog jezera. CRAVDAUNT ima izuzetno nasilnu prirodu koja ga primorava da izazove druga živa bića u bitku. Drugi oblici života odbijaju da žive u jezercima u kojima živi ovaj POKeMON, čineći ih pustim mestima. CRAVDAUNT redovno linja (odbacuje) svoju ljusku. Neposredno nakon linjanja, njegova ljuska je mekana i nežna. Dok se školjka ne stvrdne, ovaj POKeMON se krije u svojoj jazbini u koritu potoka kako bi izbegao napad svojih neprijatelja.",11,328,164,FALSE,FALSE,generation-iii,63,120,85,90,55,55
"Zakopčava se okolo, oštro traži otvor. Koncentriše električnu energiju unutar svojih velikih čeljusti i koristi je da ubije svoje neprijatelje. Ona proizvodi električnu energiju preko električnog organa u stomaku. Preplavljuje ptičje Pokemone šokantnim snopovima električne energije. Ima organ koji proizvodi struju u stomaku. Koncentriše energiju u svojim snažnim čeljustima i ispaljuje snažne udare struje.",15,450,225,FALSE,FALSE,generation-vii,77,70,90,145,75,43
"Kada vide neprijatelja, repovi im se podignu, a oni pljuju seme bobica pohranjeno u obraznim kesama. Oni čine da šare na njihovom telu sijaju kako bi ugrozile predatore. Oštar vid im omogućava da vide u mraku. Koristeći luminiscentnu materiju, čini da mu oči i telo sijaju i omamljuje protivnike koji napadaju.",11,270,147,FALSE,FALSE,generation-v,60,85,69,60,69,77
"ILLUMISE privlači roj VOLBEAT-a slatkim mirisom. Kada se VOLBEAT okupe, ovaj POKeMON predvodi osvetljeni roj u crtanju geometrijskih dizajna na platnu noćnog neba. ILLUMISE vodi let osvetljenog VOLBEAT-a da crta znakove na noćnom nebu. Za ovaj POKeMON se kaže da zarađuje veće poštovanje od svojih vršnjaka komponujući složenije dizajne na nebu. Noćni POKeMON koji postaje aktivan kada padne noć. Predvodi VOLBEAT roj da crta obrasce na noćnom nebu. Potvrđeno je preko 200 različitih obrazaca.",6,177,151,FALSE,FALSE,generation-iii,65,47,75,73,85,85
Ovaj Pokemon živi duboko u šumi. Jedenje lista sa glave uklanja umor kao magijom. List na glavi deli sa Pokemonima umornog izgleda. Poznato je da ovi listovi ublažavaju stres. Dobar je u pronalaženju bobica i sakupljanju ih sa svih strana. Dovoljno je ljubazno da ih podelite sa prijateljima.,6,105,63,FALSE,FALSE,generation-v,50,53,48,53,48,64
"Kaže se da se ŠELDER koji je zakačen za SLOVPOKE-ov rep hrani ostacima domaćina. Živi lenjo pored mora. Ako se ŠELDER na repu odvoji, ponovo postaje SLOVPOKE. Ako SHELLDER koji grize rep bude odbačen u oštroj borbi, on se vraća u običan SLOVPOKE.",16,785,172,FALSE,FALSE,generation-i,95,75,110,100,80,30
Sposoban da pliva unazad tako što brzo maše svojim prsnim perajima nalik krilima i krepkim repom. Dodirivanje zadnje peraje izaziva utrnulost. Zakači svoj rep za koral da bi ostao na mestu dok spava. Pregledom njegovih ćelija otkriveno je prisustvo gena koji nije pronađen u HORSEA. Postala je vruća tema.,12,250,154,FALSE,FALSE,generation-i,55,65,95,95,45,85
"POKeMON koji se u potpunosti sastoji od programskog koda. Može se slobodno kretati u sajber prostoru. Jedini POKeMON ljudi za koje očekuju da može da leti u svemir. Međutim, niko još nije uspeo u ovom podvigu. To je veštački POKeMON. Pošto ne diše, ljudi su željni da ga isprobaju u bilo kom okruženju.",8,365,79,FALSE,FALSE,generation-i,65,60,70,85,75,40
"Kada ujede svojim masivnim i snažnim čeljustima, odmahuje glavom i divljački razdire svoju žrtvu. Teško mu je da izdrži sopstvenu težinu iz vode, pa se spušta na sve četiri. Ali brzo se kreće. Iako ima masivno telo, moćne zadnje noge mu omogućavaju da se brzo kreće, čak i po zemlji.",23,888,239,FALSE,FALSE,generation-ii,85,105,100,79,83,78
"Kada odluči da se bori sa svim silama, staje na prethodno sklopljene noge da bi ušao u režim obračuna. U kratkom roku neutrališe svoje neprijatelje. Koristi svoj normalno presavijeni treći set nogu kada je u režimu Shovdovn. Ovo predstavlja ogroman teret za njegovo telo, tako da ne može dugo da ostane u ovom režimu.",10,175,158,FALSE,FALSE,generation-ix,71,102,78,52,55,92
Ova nadograđena verzija PORIGON-a je dizajnirana za istraživanje svemira. Ali ne može da leti. Dalja istraživanja su poboljšala njegove sposobnosti. Ponekad može pokazati pokrete koji nisu programirani. Ovaj veštački POKeMON je evoluirao iz najnovije tehnologije. Možda ima neprogramirane reakcije.,6,325,180,FALSE,FALSE,generation-ii,85,80,90,105,95,60
Koristi antigravitaciju da ostane suspendovan. Pojavljuje se bez upozorenja i koristi THUNDER VAVE i slične poteze. Rađa se sa sposobnošću da prkosi gravitaciji. Lebdi u vazduhu na snažnim elektromagnetnim talasima. Privlače ga elektromagnetni talasi. Može se približiti trenerima ako koriste svoj POKeGEAR.,3,60,65,FALSE,FALSE,generation-i,25,35,70,95,55,45
"Ako vas opeče plamen koji puca iz svojih usta, bol nikada neće nestati. Kada čuju njegov jezivi urlik, drugi POKeMON dobijaju drhtavicu i kreću se pravo nazad u svoja gnezda. Plamen oštrog mirisa koji puca iz njegovih usta rezultat je toksina koji sagorevaju u njegovom telu.",14,350,175,FALSE,FALSE,generation-ii,75,90,50,110,80,95
"Za koje se kaže da su preci ptičjih Pokemona, nisu mogli da lete i kretali su se skačući sa jedne grane na drugu. Oživljen iz fosila, smatra se da je ovaj Pokemon predak svih ptičjih Pokemona. Oživeo je iz drevnog fosila. Nesposoban da leti, živeo je u krošnjama drveća i skakao sa jedne grane na drugu.",5,95,71,FALSE,FALSE,generation-v,55,112,45,74,45,70
"Prisustvo HUNTAIL-a dugo je prošlo nezapaženo od strane ljudi jer živi na ekstremnim dubinama u moru. Oči ovog POKeMON-a mogu jasno da vide čak i u mračnim mračnim dubinama okeana. HUNTAIL-ov rep je u obliku ribe. Koristi rep da privuče plen, a zatim ga proguta celim svojim velikim, razjapljenim ustima. Ovaj POKeMON pliva pomerajući svoje vitko telo poput zmije. Da bi izdržao pritisak vode duboko pod morem, njegova kičma je veoma debela i čvrsta. Njegov rep, koji je u obliku male ribe, ima oči koje svetle.",17,270,170,FALSE,FALSE,generation-iii,55,104,105,94,75,52
"SHROOMISH žive u vlažnoj zemlji u mračnim dubinama šuma. Često se nalaze kako se drže ispod opalog lišća. Ovaj POKeMON se hrani kompostom koji se sastoji od opalog, trulog lišća. Ako SHROOMISH oseti opasnost, protresa svoje telo i raspršuje spore sa vrha glave. Spore ovog POKeMON-a su toliko toksične da uvenu drveće i korov. Voli da jede vlažno, kompostirano zemljište u šumama. Ako uđete u šumu posle duge kiše, možete videti mnoge SHROOMISH kako se guštaju na kompostiranom zemljištu.",4,45,59,FALSE,FALSE,generation-iii,60,40,60,40,60,35
"Munna uvek lebdi u vazduhu. Ljudi čije snove pojedu zaboravljaju o čemu su snovi bili. Jede snove ljudi i Pokemona. Kada jede prijatan san, izbacuje maglu ružičaste boje. Ovaj Pokemon se pojavljuje pred ljudima i Pokemonima koji imaju noćne more i jedu te snove.",6,233,58,FALSE,FALSE,generation-v,76,25,45,67,55,24
"Lebdi u toplim morima. Uvek se vraća tamo gde je rođen, ma koliko daleko odlutao. Pokemon koji živi u toplim morima. Naduvava plutajuću vreću na svojoj glavi da bi plutala i tražila hranu. Kada se voda zagreje, oni naduvaju plutajuću vreću na glavi i u čoporima klonulo plutaju po moru.",4,31,216,FALSE,TRUE,generation-iv,80,80,80,80,80,80
"Zagreva svoje telo tako što krilima upija sunčevu svetlost. Kada mu telesna temperatura padne, više ne može da se kreće. Trči kroz uske pećine, koristeći svoje oštre kandže da uhvati plen. Koža na njegovom licu je tvrđa od kamena. Prolazi kroz uske tunele koje su formirali Ekcadrill i Onik. Koristi svoje oštre kandže da uhvati plen.",16,1390,170,FALSE,FALSE,generation-v,77,120,90,60,90,48
"Jedva se pomera, ali je još uvek živ. Čini se da je skrivanje u njegovoj ljusci bez hrane i vode probudilo njegove psihičke moći. Dok raste u svojoj ljusci, koristi svoje psihičke sposobnosti da nadgleda spoljašnji svet i priprema se za evoluciju.",4,195,117,FALSE,FALSE,generation-viii,50,35,80,50,90,30
"Može da manipuliše pamćenjem protivnika. Očigledno, komunicira tako što treperi svoja tri prsta različite boje. Koristi psihičku moć da kontroliše mozak protivnika i menja njegova sećanja. Očigledno, komunicira tako što treperi svoja tri prsta, ali ti obrasci nisu dekodirani.",10,345,170,FALSE,FALSE,generation-v,75,75,75,125,95,40
"Ima oči koje mogu da vide kroz sve. Uočava i hvata plen koji se krije iza predmeta. Kada mu oči zasijaju zlatom, može uočiti plen koji se skriva - čak i one koji se skrivaju iza zida. Može jasno da vidi kroz zidove kako bi ušao u trag svom plenu i potražio izgubljene mlade.",14,420,235,FALSE,FALSE,generation-iv,80,120,79,95,79,70
"U gustim šumama, ovaj Pokemon živi u čoporu sa drugima te vrste. Neverovatno je agresivan, a drugi šumski Pokemoni ga se plaše. Kada se loze na Zarudeovom telu otrgnu, one postaju hranljive materije u tlu. Ovo pomaže šumskim biljkama da rastu.",18,700,300,FALSE,TRUE,generation-viii,105,120,105,70,95,105
"Njegovo telo je sastavljeno od plazme. Poznato je da se infiltrira u elektronske uređaje i izaziva pustoš. Njegovo električno telo može ući u neke vrste mašina i preuzeti kontrolu kako bi napravilo nestašluke. Istraživanja se nastavljaju o ovom Pokemonu, koji bi mogao biti izvor energije jedinstvenog motora.",3,3,154,FALSE,FALSE,generation-iv,50,50,77,95,77,91
Svojim vodenim balonima upravlja pesmom. Melodija se uči od drugih te vrste i prenosi se sa generacije na generaciju. Njegov pevački glas je njegovo glavno oružje u borbi. Ovaj trener Pokemona mora po svaku cenu dati prioritet svakodnevnom održavanju svog grla. Za Primarina je svaka bitka pozornica. Lepim pevanjem i igrom obara svoj plen.,18,440,239,FALSE,FALSE,generation-vii,80,74,74,126,116,60
"Svojim oštrim očnjacima ugrize bilo šta. Prvobitno nije živeo u Aloli, već je uvezen iz drugog regiona. Luta okolo u beskrajnoj potrazi za hranom. U sumrak se sruši od iscrpljenosti i na licu mesta zaspi. Njegov stomak zauzima veći deo dugog torza. Veoma je jede, tako da količina koju treneri moraju da potroše na njegovu hranu nije smešna.",4,60,51,FALSE,FALSE,generation-vii,48,70,30,30,30,45
"Njegovo telo uvek gori narandžastim sjajem koji mu omogućava da se savršeno sakrije među plamenom. Rođen u aktivnom vulkanu. Njegovo telo je uvek obavijeno plamenom, tako da izgleda kao velika vatrena lopta. Ne voli hladna mesta, pa duva užarenu vatru da bi okolina bila pogodna za sebe.",13,445,173,FALSE,FALSE,generation-i,65,95,57,100,85,93
"Napravljena od zemlje, školjka na leđima se stvrdne kada pije vodu. Živi pored jezera. Svojim telom preduzima fotosintezu, stvarajući kiseonik. List na glavi vene ako je žedan. Školjka na leđima je napravljena od zemlje. Na veoma zdravom TURTVIG-u, školjka bi trebalo da bude vlažna.",4,102,64,FALSE,FALSE,generation-iv,55,68,64,45,55,31
"Za MILOTICA se kaže da je najlepši od svih POKeMON-a. Ima moć da smiri emocije kao što su bes i neprijateljstvo da uguši ogorčenu svađu. MILOTIĆI žive na dnu velikih jezera. Kada telo ovog POKeMON-a zasvetli živopisno ružičasto, ono oslobađa pulsirajući talas energije koji donosi umirujuću smirenost nemirnim duhovima. Kažu da živi na dnu velikih jezera. Smatra se najlepšim od svih POKeMON-a, prikazan je na slikama i statuama.",62,1620,189,FALSE,FALSE,generation-iii,95,60,79,100,125,81
Ima sposobnost da izobliči prostor. Opisan je kao božanstvo u mitologiji regiona Sinnoh. Za njega se kaže da živi u procepu u prostornoj dimenziji paralelnoj sa našom. Pojavljuje se u mitologiji. Legendarni pokemon iz Sinnoha. Rečeno je da prostor postaje stabilniji sa svakim PALKIJIM dahom.,42,3360,306,TRUE,FALSE,generation-iv,90,120,100,150,120,100
"Njeno poverenje u partnera je ono što ga budi. Ovaj Pokemon je sposoban da promeni svoj tip, fleksibilnost koja se dobro pokazuje u borbi. Iako se prvo zvao Tipe: Null, dečak koji ga je razvio u ovaj oblik dao mu je ime po kojem je sada poznata. Ovo je njegov oblik kada se probudi i razvije. Oslobođen svoje teške maske, njegova brzina je znatno povećana.",23,1005,257,TRUE,FALSE,generation-vii,95,95,95,95,95,95
"SLAKOTH se leluja okolo preko dvadeset sati svakog dana. Pošto se tako malo kreće, ne treba mu mnogo hrane. Jedini dnevni obrok ovog POKeMON-a sastoji se od samo tri lista. SLAKOTH-ovo srce kuca samo jednom u minutu. Šta god da se desi, zadovoljan je da se nepomično leluja. Retko se može videti ovaj POKeMON u pokretu. Spava praktično ceo dan i noć. Ne menja svoje gnezdo celog života, ali ponekad prelazi velike udaljenosti plivajući u rekama.",8,240,56,FALSE,FALSE,generation-iii,60,60,60,35,35,30
"Kada je napadnut, brani se zatvaranjem poklopca svoje školjke. Može da ispljune lepljivu, otrovnu tečnost. Evoluira kada se okupa električnom energijom zajedno sa Karrablastom. Razlog je još nepoznat. Kada su on i Karrablast zajedno, i oboje primaju električnu stimulaciju, oboje evoluiraju.",4,77,61,FALSE,FALSE,generation-v,50,40,85,40,65,25
"Ovaj Pokemon donosi pobedu. Rečeno je da treneri sa Victinijem uvek pobeđuju, bez obzira na vrstu susreta. U svom telu stvara neograničeno zalihe energije koju deli sa onima koji ga dodirnu. Kada deli beskonačnu energiju koju stvara, celo telo tog bića će biti preplavljeno snagom.",4,40,270,FALSE,TRUE,generation-v,100,100,100,100,100,100
"Njegove dobro razvijene čeljusti su moćne i sposobne da zgnječe bilo šta. Čak i njegov trener mora biti oprezan. Mali je, ali grub i čvrst. Neće oklevati da zagrize bilo šta što se kreće. Ovo grubo stvorenje gađa svaki pokretni predmet koji vidi. Ne preporučuje se okretanje leđima.",6,95,63,FALSE,FALSE,generation-ii,50,65,64,44,48,43
"Vešta igračica, ona stvara niz vodenih balona dok pleše i žustro bombarduje svoje neprijatelje. Duboko brine o svojim saputnicima. Kada se njegov trener oseća loše, on izvodi veseli ples kako bi pokušao da pomogne. Uzbuđuje se kada vidi ples koji ne poznaje. Ovaj vredni radnik vredno vežba dok ne nauči taj ples.",6,175,147,FALSE,FALSE,generation-vii,60,69,69,91,81,50
"U dalekoj prošlosti bio je nešto jači od užasno slabih potomaka koji postoje danas. Poznat po tome što je veoma nepouzdan. Može se naći kako pliva u morima, jezerima, rekama i plitkim lokvama. Nemoćni, patetični POKeMON. U retkim prilikama može skočiti visoko, ali nikada više od sedam stopa.",9,100,40,FALSE,FALSE,generation-i,20,10,55,15,20,80
"U snu se rađa, spava i umire. Svi njegovi pokreti očigledno nisu ništa više od rezultata njegovog bacanja i okretanja u snovima. Balvan koji drži dali su mu roditelji pri rođenju. Takođe je poznato da se drži za ruku prijateljskog trenera. Ostaje da spava od trenutka kada se rodi. Kada padne u dubok san, potpuno prestaje da se kreće.",4,199,168,FALSE,FALSE,generation-vii,65,115,65,75,95,65
"Ako njegov bes dostigne vrhunac, postaje toliko vruć da će sve što ga dotakne odmah zapaliti. Ima tajni, razarajući potez. Trlja svoje užareno krzno zajedno da izazove ogromne eksplozije. Kada toplota iz njegovog tela izazove da vazduh oko njega svetluca, to je znak da je spreman za borbu.",17,795,240,FALSE,FALSE,generation-ii,78,84,78,109,85,100
"Njegov dugi rep služi kao tlo da se zaštiti od sopstvene visokonaponske struje. Njegov dugi rep služi kao tlo da se zaštiti od sopstvene snage visokog napona. Kada se u njegovom telu nakupi električna energija, ono postaje žestoko. Takođe svetli u mraku.",8,300,218,FALSE,FALSE,generation-i,60,90,55,90,80,110
"Bori se koristeći skalchop na stomaku. Kao odgovor na napad, odmah uzvraća sečenjem. Skalčop na stomaku je napravljen od istih elemenata kao i kandže. Odvaja skalčop za upotrebu kao sečivo. Skalč na stomaku se ne koristi samo za borbu - može se koristiti i za lomljenje tvrdih bobica.",5,59,62,FALSE,FALSE,generation-v,55,55,45,63,45,45
"Unutar SHELGON-ove školjke nalik oklopu, ćelije su usred transformacije kako bi stvorile potpuno novo telo. Ova POKeMON-ova školjka je izuzetno teška, zbog čega su njeni pokreti spori. ŠELGONOVO telo pokrivaju izrasline slične kostima. Granata je veoma tvrda i odbija se od neprijateljskih napada. Dok čeka evoluciju, ovaj POKeMON se skriva u pećini. Gotovo da ne jede dok čeka evoluciju. Postaje teže trpeći glad. Njegova školjka se ljušti čim počne da se razvija.",11,1105,147,FALSE,FALSE,generation-iii,65,95,100,60,50,50
"Kada ga primete, ovaj POKeMON beži unazad tako što se besno zabija u zemlju svojim repom. Ako je uočen, ograđuje se zakopavanjem repom. Može samo lagano da lebdi koristeći svoja krila. Krije se duboko u pećinama gde svetlost nikada ne dopire do njega i tamo ostaje praktično nepomična.",15,140,145,FALSE,FALSE,generation-ii,100,70,70,65,65,45
"SOLROCK je nova vrsta POKeMON-a za koju se kaže da je pala iz svemira. Lebdi u vazduhu i nečujno se kreće. U borbi, ovaj POKeMON oslobađa intenzivno svetlo. Sunčeva svetlost je izvor SOLROCK-ove moći. Kaže se da poseduje sposobnost da čita emocije drugih. Ovaj POKeMON odaje intenzivnu toplotu dok rotira svoje telo. Solarna energija je izvor snage ovog POKeMON-a. Tokom sunčanih dana, grupe SOLROCK-a se postrojavaju okrenute prema suncu i upijaju njegovu svetlost.",12,1540,161,FALSE,FALSE,generation-iii,90,95,85,55,65,70
"Živi na snežnim planinama. Pošto je imao malo kontakta sa ljudima, hrabro je radoznao. U proleće oko stomaka uzgaja bobice sa teksturom smrznutih poslastica. Naizgled radoznali za ljude, okupljaju se oko koraka koje pronalaze na snežnim planinama.",10,505,67,FALSE,FALSE,generation-iv,60,62,50,62,60,40
Voli da svoju ljusku čini debljom dodavanjem slojeva kore drveta. Dodatna težina mu ne smeta. Visi i čeka da se plijen letećih insekata približi. Ne kreće se mnogo sam od sebe. Izbacuje tečnost koju koristi za lepljenje kore drveta za svoje telo. Tečnost se stvrdne kada dodirne vazduh.,6,72,58,FALSE,FALSE,generation-ii,50,65,90,35,35,15
"Cveta u vreme jake sunčeve svetlosti. Pokušava da nadoknadi sve što je pretrpeo kao pupoljak. Poslušan je kao pupoljak, ali postaje veseo kada procveta. Savija se nazad u pupoljak ako sunčeva svetlost nestane. Ako oseti jaku sunčevu svetlost, otvara svoje savijene latice da apsorbuje sunčeve zrake celim telom.",5,93,158,FALSE,FALSE,generation-iv,70,60,70,87,78,85
"RAIKUAZA je živela stotinama miliona godina u ozonskom omotaču Zemlje, nikada se nije spuštala na zemlju. Čini se da se ovaj POKeMON hrani vodom i česticama u atmosferi. Rečeno je da je RAIKUAZA živela stotinama miliona godina u ozonskom omotaču Zemlje, iznad oblaka. Njegovo postojanje je bilo potpuno nepoznato jer je živeo tako visoko na nebu. POKeMON koji beskrajno leti u ozonskom omotaču. Rečeno je da bi se spustio na zemlju ako bi se KIOGRE i GROUDON borili.",70,2065,306,TRUE,FALSE,generation-iii,105,150,90,150,90,95
Ispušta valove pare i nestaje u gustoj magli. Kažu da živi u planinama gde ljudi ne gaze. Izbacuje svoju unutrašnju paru iz ruku na leđima. Ima dovoljno snage da oduva planinu.,17,1950,270,FALSE,TRUE,generation-vi,80,110,120,130,90,70
"Iako se uvek pretvara da je drvo, čini se da je njegov sastav bliži steni nego biljci. Prerušava se u drvo da bi izbegao napad. Mrzi vodu, pa će nestati ako počne da pada kiša. Ako se grana drveta trese kada nema vetra, to je SUDOVOODO, a ne drvo. Skriva se od kiše.",12,380,144,FALSE,FALSE,generation-ii,70,100,115,30,65,30
Telo koje podržava loptu se jedva kreće. Stoga se smatra da je pravo telo ovog Pokemona zapravo unutar lopte. Beba spava unutar lopte. Rabsca umirujuće kotrlja loptu svojim nogama kako bi osigurala da beba udobno spava.,3,35,165,FALSE,FALSE,generation-ix,75,50,85,115,100,45
"Kroz svoj nos usisava emanacije koje proizvode ljudi i Pokemoni kada se osećaju iznerviranim. Ona napreduje od ove negativne energije. Ušunja se u domove ljudi, kradući stvari i uživajući u negativnoj energiji frustriranih stanara.",4,55,53,FALSE,FALSE,generation-viii,45,45,30,55,40,50
"Stvara bacanje zvezda iz komprimovane vode. Kada ih okreće i baci velikom brzinom, ove zvezde mogu da pocepaju metal na dva dela. Pojavljuje se i nestaje sa nindžinom milošću. Igra se sa svojim neprijateljima brzim pokretima, dok ih seče bacajućim zvezdama najoštrije vode.",15,400,239,FALSE,FALSE,generation-vi,72,95,67,103,71,122
"Njegovo kovrdžavo runo je tako efikasan jastuk da bi ovaj Pokemon mogao pasti sa litice i stati na dno, nepovređen. Ako mu runo izraste predugo, Vooloo neće moći da se pomeri. Tkanina napravljena od vune ovog Pokemona je iznenađujuće jaka.",6,60,122,FALSE,FALSE,generation-viii,42,40,55,40,45,48
"Peraje na MUDKIP-ovoj glavi deluje kao veoma osetljiv radar. Koristeći ovo peraje da oseti kretanje vode i vazduha, ovaj POKeMON može da odredi šta se dešava oko njega bez upotrebe očiju. U vodi MUDKIP diše pomoću škrga na obrazima. Ako se suoči sa teškom situacijom u borbi, ovaj POKeMON će osloboditi svoju neverovatnu moć - može da lomi kamenje veće od sebe. Na kopnu može snažno podići velike kamene gromade tako što će zasaditi svoje četiri stope i podići. Spava zakopavajući se u zemlju na ivici vode.",4,76,62,FALSE,FALSE,generation-iii,50,70,50,50,50,40
"Zagrevanje tokom trčanja pokreće energiju vatre koja struji kroz telo ovog Pokemona. Kada se to dogodi, spreman je da se bori punom snagom. Ima posebne jastučiće na zadnjim stranama nogu, a jedan na nosu. Jednom kada se bori, ovi jastučići zrače ogromnu toplotu.",3,45,62,FALSE,FALSE,generation-viii,50,71,40,40,40,69
"PLUSLE uvek deluje kao navijačica za svoje partnere. Kad god saigrač uloži dobar napor u borbi, ovaj POKeMON kraće svoje telo da bi stvorio pucketanje varnica kako bi pokazao svoju radost. Kada PLUSLE bodri svog partnera, bljeska električnim varnicama po celom telu. Ako njegov partner izgubi, ovaj POKeMON glasno plače. Ima osobinu da navija za svoje kolege POKeMON. Isključujući struju koju oslobađa iz svojih šapa, stvara pompone za navijanje.",4,42,142,FALSE,FALSE,generation-iii,60,50,40,85,75,95
"Formira ih nekoliko MAGNEMITA povezanih zajedno. Često se pojavljuju kada buknu sunčeve pege. Generiše čudne radio signale. Podiže temperaturu za 3,6F stepeni na udaljenosti od 3300 stopa. Tri MAGNEMITA su povezana jakom magnetnom silom. Bolovi u ušima će se pojaviti ako se previše približite.",10,600,163,FALSE,FALSE,generation-i,50,60,95,120,70,70
"Pravi gnezdo od kostiju koje nađe. Zgrabi oslabljeni plen svojim kandžama i vuče ga u svoje gnezdo od kostiju. Gledajući sa neba, oni jurišaju da udare oslabljene Pokemone na zemlju. Kise se kostima. Lete u krugovima oko neba. Kada uoče plen, oni ga napadaju i sa lakoćom ga nose nazad u svoje gnezdo.",12,395,179,FALSE,FALSE,generation-v,110,65,105,55,95,80
"Može da leti brže od 120 mph. Bori se sa Dreepijem i voli ih dok se uspešno ne razviju. Bez Dreepi-ja koji treba staviti na glavu i brinuti o njemu, postaje toliko nelagodno da će pokušati da zameni nestalog Dreepija bilo kog Pokemona koje pronađe.",14,110,144,FALSE,FALSE,generation-viii,68,80,50,60,50,102
"Moćne noge i vilice učinile su ga vrhunskim grabežljivcem svog vremena. Njegov sopstveni prekomerni lov na plen bio je ono što ga je dovelo do izumiranja. Njegove moćne noge su sposobne da trče brzinom većom od 40 mph, ali ovaj Pokemon ne može da diše osim ako nije pod vodom.",23,2150,177,FALSE,FALSE,generation-viii,90,90,100,70,80,75
"Svaki frontalni napad je odbijen. To je poslušni Pokemon koji se hrani travom i bobicama. Kada su napadnuti, formiraju zid svojim licima nalik štitu kako bi zaštitili svoje mlade. Kada su se postrojili jedan pored drugog, nijedan neprijatelj nije mogao da se probije. Na taj način su štitili svoje mlade.",13,1495,173,FALSE,FALSE,generation-iv,60,52,168,47,138,30
"Hrani se morskim algama, koristeći zube da ih struže sa kamenja. Električna struja teče iz vrhova njegovih bodlji. On skladišti električnu energiju u svakoj kičmi. Čak i ako se jedan pokvari, i dalje nastavlja da emituje struju najmanje tri sata.",3,10,152,FALSE,FALSE,generation-viii,48,101,95,91,85,15
"Otvoriće grane svoje glave da bi obavio svoj plen. Kada apsorbuje svu životnu energiju koja joj je potrebna, izbacuje plen i odbacuje ga. Brambleghast luta po sušnim regionima. U retkim prilikama, masovne epidemije ovih Pokemona će zatrpati ceo grad.",12,60,168,FALSE,FALSE,generation-ix,55,115,70,80,70,90
"Iako njegovo krzno ima mnogo obožavatelja, teško ga je uzgajati kao kućnog ljubimca zbog njegove nestalne podlosti. Dragulj u njegovom čelu sija sam od sebe! Hoda sa svom gracioznošću i elegancijom ponosne kraljice. Mnogi ga obožavaju zbog njegovog sofisticiranog vazduha. Međutim, izbijaće i grebati bez razloga.",10,320,154,FALSE,FALSE,generation-i,65,70,60,65,65,115
"Njegov elegantan oblik je savršen za plivanje. Svojim kandžama seče plen i odvodi telesne tečnosti. Vitak i brz plivač. Svojim oštrim srpovima seče plen i pije telesnu tečnost. U vodi se uvlači u svoje udove da bi postao kompaktniji, a zatim pomera školjku da bi brzo plivao.",13,405,173,FALSE,FALSE,generation-i,60,115,105,65,70,80
"Iz grudi i leđa luči fleksibilne mehuriće. Mehurići smanjuju štetu koju bi inače naneli kada bi bili napadnuti. Štiti svoju kožu tako što prekriva svoje telo u delikatnim mehurićima. Ispod svog veselog vazduha, budno pazi na okolinu.",3,70,63,FALSE,FALSE,generation-vi,41,56,40,62,44,71
"Suočava se sa jakim protivnicima sa velikom hrabrošću. Ali, kada je u borbi u nepovoljnom položaju, ovaj inteligentni Pokemon beži. Duga kosa oko njegovog lica pruža neverovatan radar koji mu omogućava da oseti suptilne promene u svom okruženju. Iako je veoma hrabar Pokemon, takođe je dovoljno pametan da proveri snagu svog neprijatelja i izbegne bitku.",4,41,55,FALSE,FALSE,generation-v,45,60,45,25,45,55
"Oštrice čine celo telo ovog Pokemona. Ako borba otupi sečiva, ona ih oštri na kamenju pored reke. Bore se po Bišarpovoj komandi. Oni se drže svog plena i nanose štetu tako što zarivaju u njega svoja sečiva. Ignorišući svoje povrede, grupe napadaju tako što zarivaju oštrice koje pokrivaju njihova tela u plen.",5,102,68,FALSE,FALSE,generation-v,45,85,70,40,40,60
"Tri roga koja se protežu od njegovog kljuna svedoče o njegovoj moći. Vođa ima najveće rogove. Pliva brzo kao mlazni čamac. Ivice njegovih krila su oštre i mogu da rascepe lebdeći led. Ako bi neko povredio njen ponos, razbio bi ih krilima koja mogu da probiju ledenu plohu.",17,845,239,FALSE,FALSE,generation-iv,84,86,88,111,101,60
"Oni oteraju napadače oslobađanjem psihičke moći. Oni mogu koristiti telepatiju da razgovaraju sa drugima. Pošto su njihova tela obavijena posebnom tečnošću, mogu da prežive u bilo kom okruženju. Pošto su njihova tela obavijena posebnom tečnošću, oni su u redu u svakom okruženju, ma koliko ozbiljno.",3,10,58,FALSE,FALSE,generation-v,45,30,40,105,50,20
